legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Joles Roofing,,Denton,Denton,,,,,,,license_tenure_proxy,66,66,,,False,,78,"Joles Roofing, founded 1960 (66 yrs in business). Owner identity Founded 1960 by William Joles working on barns + grain elevators. 4th generation. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade agricultural_plus_residential_plus_commercial. Tenure 66 yrs. SBA-financeable size estimate based on services + scope.,45,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,75,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Denton (Denton) — sub-market nudge -3. Vertical baseline 75 for TX roofing 2026.,67,B_forward,"Joles Roofing — Denton (Denton County). Founded 1960, 66 yrs. L1 78, L2 75, L3 45, L4 75 → final 67. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.33
Wortham Brothers Roofing,,McKinney,Collin,,,,https://www.wbroofing.com/,,,license_tenure_proxy,40,40,,,False,,73,"Wortham Brothers Roofing, founded 1986 (40 yrs in business). Owner identity Founded 1986 by two brothers. Serves Plano, Allen, Frisco, McKinney, Richardson,. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 40 yrs. SBA-financeable size estimate based on services + scope.,45,Successor verification incomplete this run (David + Steve Wortham founded 1986 = 40 yrs. Ben Wortham appears in testimonials (likely son). McKinney TX. TPO + EPDM +); capped at C_watch per skill guardrail.,82,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: McKinney (Collin) — sub-market nudge +4. Vertical baseline 75 for TX roofing 2026.,66,B_forward,"Wortham Brothers Roofing — McKinney (Collin County). Founded 1986, 40 yrs. L1 73, L2 75, L3 45, L4 82 → final 66. Successor verification incomplete this run (David + Steve Wortham founded 1986 = 40 yrs. Ben Wortham appears in testimonials (likely son). McKinney TX. TPO + EPDM +); capped at C_watch per skill guard Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.56
Braun's Roofing Inc.,,Houston,Harris,,,,https://www.braunsroofing.com/,,,license_tenure_proxy,36,36,,,False,,60,"Braun's Roofing Inc., founded 1990 (36 yrs in business). Owner identity 35+ yrs in business. Houston. A+ BBB rating.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",77,Sub-trade residential_plus_commercial. Tenure 36 yrs. SBA-financeable size estimate based on services + scope.,51,"Successor verification incomplete this run (Founded 1987 by Skeeter Braun (President). Rene Samson (VP, different surname). Kyle Holmes (Office Mgr), Rhett Brethaue); capped at C_watch per skill guardrail.",80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Houston (Harris) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,65,B_forward,"Braun's Roofing Inc. — Houston (Harris County). Founded 1990, 36 yrs. L1 60, L2 77, L3 51, L4 80 → final 65. Successor verification incomplete this run (Founded 1987 by Skeeter Braun (President). Rene Samson (VP, different surname). Kyle Holmes (Office Mgr), Rhett Brethaue); capped at C_watch per skill guard Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.56
American Roofing,,Lubbock,Lubbock,,,,https://americanroofinglubbocktx.com/,,,license_tenure_proxy,42,42,,,False,,70,"American Roofing, founded 1984 (42 yrs in business). Owner identity Founded Lubbock 42 yrs ago. 32+ yrs serving Lubbock + West TX. 2 generations wor. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 42 yrs. SBA-financeable size estimate based on services + scope.,45,"Successor verification incomplete this run (Established 1982-1984 (42 yrs experience). 'Family affair, two generations working' but no names disclosed. Lubbock (822); capped at C_watch per skill guardrail.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Lubbock (Lubbock) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,65,B_forward,"American Roofing — Lubbock (Lubbock County). Founded 1984, 42 yrs. L1 70, L2 75, L3 45, L4 81 → final 65. Successor verification incomplete this run (Established 1982-1984 (42 yrs experience). 'Family affair, two generations working' but no names disclosed. Lubbock (822); capped at C_watch per skill guard Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.56
Lon Smith Roofing & Construction,,Fort Worth,Tarrant,,,,https://www.lonsmith.com/,,,license_tenure_proxy,52,52,,,False,,71,"Lon Smith Roofing & Construction, founded 1974 (52 yrs in business). Owner identity Founded Fort Worth 1974, 50+ yrs serving DFW. One of America's Top 25 roofing co. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 52 yrs. SBA-financeable size estimate based on services + scope.,40,"Successor IDENTIFIED on live-fetch: Lon Smith (deceased) → Judy Smith (widow, Secretary/Treasurer). Shawn Michael (President, with company since 1992 via fiancée-family connection — 34 yrs). David Beadles VP. 14-state, $28.7M annual rev → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Fort Worth (Tarrant) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,64,B_forward,"Lon Smith Roofing & Construction — Fort Worth (Tarrant County). Founded 1974, 52 yrs. L1 71, L2 75, L3 40, L4 81 → final 64. Successor IDENTIFIED on live-fetch: Lon Smith (deceased) → Judy Smith (widow, Secretary/Treasurer). Shawn Michael (President, with company since 1992 via fiancée-family connection — 34 yrs). David Bea Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",medium,0.67
Brazos Urethane,,Texas City,Galveston,,,,https://www.brazosurethane.com/,,,license_tenure_proxy,39,39,,,False,,60,"Brazos Urethane, founded 1987 (39 yrs in business). Owner identity Founded Texas City 1987. Spray polyurethane foam roofing specialist for commerci. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade commercial. Tenure 39 yrs. SBA-financeable size estimate based on services + scope.,51,Successor verification incomplete this run (Founded 1987 Texas City. SPF (spray polyurethane foam) commercial. 38 yrs. Wally Scoggins associated (LinkedIn). Site re); capped at C_watch per skill guardrail.,80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Texas City (Galveston) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,64,C_watch,"Brazos Urethane — Texas City (Galveston County). Founded 1987, 39 yrs. L1 60, L2 75, L3 51, L4 80 → final 64. Successor verification incomplete this run (Founded 1987 Texas City. SPF (spray polyurethane foam) commercial. 38 yrs. Wally Scoggins associated (LinkedIn). Site re); capped at C_watch per skill guard Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.56
Basin Roofing & Construction,,Midland,Midland,,,,https://basinroofing.com/,,,license_tenure_proxy,41,41,,,False,,70,"Basin Roofing & Construction, founded 1985 (41 yrs in business). Owner identity 30+ yrs. Family-owned, 3rd generation. Midland, Odessa, Andrews, Fort Stockton. . License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial_plus_apartment. Tenure 41 yrs. SBA-financeable size estimate based on services + scope.,45,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,75,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Midland (Midland) — sub-market nudge -3. Vertical baseline 75 for TX roofing 2026.,64,B_forward,"Basin Roofing & Construction — Midland (Midland County). Founded 1985, 41 yrs. L1 70, L2 75, L3 45, L4 75 → final 64. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.44
Ja-Mar Roofing & Sheet Metal,,Austin,Travis,,,,https://jamarroofing.com/,,,license_tenure_proxy,56,56,,,False,,63,"Ja-Mar Roofing & Sheet Metal, founded 1970 (56 yrs in business). Owner identity Original Austin roofer for 50+ yrs since 1970. Family-owned. Local owners. GAF M. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",80,Sub-trade residential_plus_commercial. Tenure 56 yrs. SBA-financeable size estimate based on services + scope.,40,Successor IDENTIFIED on live-fetch: Acquired 2005 by D.L. Phillips (not original family) from James + Marlyn McKinney. Phillips' daughter Kenedee Hall won internal award 2016 = family-in-operations. Commercial maintenance programs offer → tier capped per skill non-negotiable §2.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Austin (Travis) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,63,B_forward,"Ja-Mar Roofing & Sheet Metal — Austin (Travis County). Founded 1970, 56 yrs. L1 63, L2 80, L3 40, L4 81 → final 63. Successor IDENTIFIED on live-fetch: Acquired 2005 by D.L. Phillips (not original family) from James + Marlyn McKinney. Phillips' daughter Kenedee Hall won internal award 2016 = family-in-operations. C Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",medium,0.67
Cloud Roofing Co.,,New Braunfels,Comal,,,,https://www.cloudroofing.com/,,,license_tenure_proxy,51,51,,,False,,63,"Cloud Roofing Co., founded 1975 (51 yrs in business). Owner identity Founded 1975. 50 yrs serving New Braunfels area + Schertz. Family-owned and oper. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 51 yrs. SBA-financeable size estimate based on services + scope.,40,Successor IDENTIFIED on live-fetch: Cloud family: Joshua Cloud (Manager) + Kenneth Cloud (BBB filings) = Cloud family multi-generational. Founded 1975 = 50 yrs. Same-surname succession in place. → tier capped per skill non-negotiable §2.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: New Braunfels (Comal) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,62,B_forward,"Cloud Roofing Co. — New Braunfels (Comal County). Founded 1975, 51 yrs. L1 63, L2 75, L3 40, L4 81 → final 62. Successor IDENTIFIED on live-fetch: Cloud family: Joshua Cloud (Manager) + Kenneth Cloud (BBB filings) = Cloud family multi-generational. Founded 1975 = 50 yrs. Same-surname succession in place. → tie Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",medium,0.67
KangaRoof,,Austin,Travis,,,,https://callkangaroof.com/,,,license_tenure_proxy,34,34,,,False,,60,"KangaRoof, founded 1992 (34 yrs in business). Owner identity Started 1992 by Scott Feller. 34 yrs. Family-operated. Austin + Round Rock + Ced. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",70,Sub-trade residential. Recurring revenue signal: MODERATE — Overhead Care Club + multi-family contracts. Tenure 34 yrs. SBA-financeable size estimate based on services + scope.,51,"Successor verification incomplete this run (Founded 1992 = 34 yrs. Scott + Stacie Feller owners. Multi-named team (De'Andre, Andrew, Peter, Michael Treviño, Kyle, W); capped at C_watch per skill guardrail.",78,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Austin (Travis) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,62,B_forward,"KangaRoof — Austin (Travis County). Founded 1992, 34 yrs. L1 60, L2 70, L3 51, L4 78 → final 62. Successor verification incomplete this run (Founded 1992 = 34 yrs. Scott + Stacie Feller owners. Multi-named team (De'Andre, Andrew, Peter, Michael Treviño, Kyle, W); capped at C_watch per skill guard Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.67
Tops Roofing Texas,,Fort Worth,Tarrant,,,,https://topsroofingtexas.com/,,,license_tenure_proxy,33,33,,,False,,60,"Tops Roofing Texas, founded 1993 (33 yrs in business). Owner identity Founded 1993 by Fort Worth veteran Ronnie Cooley. Ronnie died 2022, left to daug. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 33 yrs. SBA-financeable size estimate based on services + scope.,41,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Fort Worth (Tarrant) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,61,B_forward,"Tops Roofing Texas — Fort Worth (Tarrant County). Founded 1993, 33 yrs. L1 60, L2 75, L3 41, L4 81 → final 61. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.44
