legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Vick's Expertune Automotive,Vick's Expertune,Austin,Travis,,"1806 W Howard Lane Suite D, Austin, TX 78728",,https://vicks-expertune.com/,Vick (specific full name not visible),71,license_tenure_proxy,39,39,,,False,,93,"Vick (specific full name not visible), est. age ~71 (license_tenure_proxy: founded 1987), 39-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",77,"39-yr business, ASE. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",78,"4+ strong coasting tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair, founded 1987 — 39-yr established. Classic coasting-solo pre-sale profile.",78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,82,B_forward,"Vick (specific full name not visible), ~39-yr Austin (Travis) shop. L1 93 / L2 77 / L3 78 / L4 78 = final 82. Coasting tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair. 4+ strong coasting tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair, founded 1987 — 39-yr established. Classic coasting-solo pre-sale profile.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Saturday hours to capture commuter market. Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Green & White Automotive,Green & White Automotive,Spring,Harris,,"1020 Spring Cypress Rd, Spring, TX 77373",,https://greenandwhiteauto.com/,Kent Morris,81,license_tenure_proxy,49,49,,,False,,93,"Kent Morris, est. age ~81 (license_tenure_proxy: founded 1977), 49-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",89,"49-yr business, ASE, AAA Approved, BBB A+. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1977 — 49-yr established. Mid-range coasting signal stack.",81,Harris County. outer suburb Spring (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,80,B_forward,"Kent Morris, ~49-yr Spring (Harris) shop. L1 93 / L2 89 / L3 60 / L4 81 = final 80. Coasting tells: no SMS reminders, no EV / hybrid repair, founded 1977 — 49-yr established. 3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1977 — 49-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Montrose Automotive,Montrose Automotive & Bodywork,Houston,Harris,77006,"4720 Montrose Blvd, Houston, TX 77006",,https://montroseautocenter.com/,Family-owned (no names on website),89,license_tenure_proxy,57,57,,,False,,93,"Family-owned (no names on website), est. age ~89 (license_tenure_proxy: founded 1969), 57-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",88,"57-yr business, ASE, AAA Approved. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1969 — 57-yr established. Mid-range coasting signal stack.",80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,80,B_forward,"Family-owned (no names on website), ~57-yr Houston (Harris) shop. L1 93 / L2 88 / L3 60 / L4 80 = final 80. Coasting tells: no SMS reminders, no EV / hybrid repair, founded 1969 — 57-yr established. 3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1969 — 57-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Ross & Greenville Automotive,Ross & Greenville,Dallas,Dallas,,"11051 Garland Rd, Dallas, TX 75218",,https://rossandgreenvilleautomotive.com/,Jacob (owner/manager - last name not on site),90,license_tenure_proxy,80,80,,,False,,93,"Jacob (owner/manager - last name not on site), est. age ~90 (license_tenure_proxy: founded 1946), 80-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",84,"80-yr business, ASE. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1946 — 80-yr established. Mid-range coasting signal stack.",78,Dallas County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,79,B_forward,"Jacob (owner/manager - last name not on site), ~80-yr Dallas (Dallas) shop. L1 93 / L2 84 / L3 60 / L4 78 = final 79. Coasting tells: no SMS reminders, no EV / hybrid repair, founded 1946 — 80-yr established. 3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1946 — 80-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Today's European Cars,Today's European Cars Inc,Houston,Harris,,"6261 Richmond Avenue, Houston, TX 77057",,https://www.cars-autos.com/,Family-owned (no names visible),74,license_tenure_proxy,42,42,,,False,,93,"Family-owned (no names visible), est. age ~74 (license_tenure_proxy: founded 1984), 42-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",85,"42-yr business, maintenance plan. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: M-F only (no Saturday), no EV / hybrid repair, founded 1984 — 42-yr established. Mid-range coasting signal stack.",80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,79,B_forward,"Family-owned (no names visible), ~42-yr Houston (Harris) shop. L1 93 / L2 85 / L3 60 / L4 80 = final 79. Coasting tells: M-F only (no Saturday), no EV / hybrid repair, founded 1984 — 42-yr established. 3 coasting tells: M-F only (no Saturday), no EV / hybrid repair, founded 1984 — 42-yr established. Mid-range coasting signal stack.",Ev/hybrid service training + capability investment. Saturday hours to capture commuter market. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,0.9
Bolen's Automotive,Bolen's Automotive,Fort Worth,Tarrant,,"5200 McCart Ave, Fort Worth, TX 76115",,https://bolensauto.com/,Bolen family (specific names not on website),80,license_tenure_proxy,48,48,,,False,,93,"Bolen family (specific names not on website), est. age ~80 (license_tenure_proxy: founded 1978), 48-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",84,"48-yr business, ASE. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, M-F only (no Saturday), founded 1978 — 48-yr established. Mid-range coasting signal stack.",76,Tarrant County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,78,B_forward,"Bolen family (specific names not on website), ~48-yr Fort Worth (Tarrant) shop. L1 93 / L2 84 / L3 60 / L4 76 = final 78. Coasting tells: no SMS reminders, M-F only (no Saturday), founded 1978 — 48-yr established. 3 coasting tells: no SMS reminders, M-F only (no Saturday), founded 1978 — 48-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Saturday hours to capture commuter market. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Carlisle Air Automotive,Carlisle Air Auto,San Antonio,Bexar,,"3500 West Loop 1604 South, San Antonio, TX 78245",,https://carlisleautoair.com/,Carlisle family (specific names not on website),90,license_tenure_proxy,71,71,,,False,,93,"Carlisle family (specific names not on website), est. age ~90 (license_tenure_proxy: founded 1955), 71-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",84,"71-yr business, ASE. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1955 — 71-yr established. Mid-range coasting signal stack.",75,Bexar County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,78,B_forward,"Carlisle family (specific names not on website), ~71-yr San Antonio (Bexar) shop. L1 93 / L2 84 / L3 60 / L4 75 = final 78. Coasting tells: no SMS reminders, no EV / hybrid repair, founded 1955 — 71-yr established. 3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1955 — 71-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
AB&T Diesel Repair,AB&T Diesel Pflugerville,Pflugerville,Travis,,,,https://www.fordpowerstrokediesel-tx.com/,Central Texas family-owned,83,license_tenure_proxy,51,51,,,False,,93,"Central Texas family-owned, est. age ~83 (license_tenure_proxy: founded 1975), 51-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"51-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1975 — 51-yr established. Weak coasting signal.,81,Travis County. industrial/fleet corridor Pflugerville (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Central Texas family-owned, ~51-yr Pflugerville (Travis) shop. L1 93 / L2 82 / L3 42 / L4 81 = final 73. Coasting tells: founded 1975 — 51-yr established. 1 coasting tell: founded 1975 — 51-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Auto Pros Houston,Auto Pros,Bellaire,Harris,77081,,,https://autoproshouston.com/,unknown,83,license_tenure_proxy,51,51,,,False,,93,"unknown, est. age ~83 (license_tenure_proxy: founded 1975), 51-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"51-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1975 — 51-yr established. Weak coasting signal.,82,Harris County. premium suburb Bellaire (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"unknown, ~51-yr Bellaire (Harris) shop. L1 93 / L2 82 / L3 42 / L4 82 = final 73. Coasting tells: founded 1975 — 51-yr established. 1 coasting tell: founded 1975 — 51-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Collins Auto Repair,Collins Auto Repair,Houston,Harris,,,,,Collins family (40+ yrs),73,license_tenure_proxy,41,41,,,False,,93,"Collins family (40+ yrs), est. age ~73 (license_tenure_proxy: founded 1985), 41-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"41-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1985 — 41-yr established. Weak coasting signal.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Collins family (40+ yrs), ~41-yr Houston (Harris) shop. L1 93 / L2 82 / L3 42 / L4 80 = final 73. Coasting tells: founded 1985 — 41-yr established. 1 coasting tell: founded 1985 — 41-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
