legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,practice_type
Mi Vision Eye Care,,San Antonio,Bexar,78201,4522 Fredericksburg Rd Suite B36,(210) 923-2020,https://mivisioneyecare.com/,Dr. Pedro Cuba,55,non_traditional_career_arc_army_gulf_war_then_optometry_2011,15,15,1,,False,[],43,"Dr. Pedro Cuba, est. age ~55 (non_traditional_career_arc_army_gulf_war_then_optometry_2011); 15-yr practice tenure.",69,15-yr mixed practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,79,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,60,B_forward,"L1 43/L2 69/L3 60/L4 79 → final 60, tier B_forward (conf medium).",,medium,0.62,mixed
Tanglewood Vision Center,,Austin,Travis,78748,2110 Slaughter Lane Suite 123,(512) 280-0520,https://tanglewoodvision.com/,Dr. Joseph J. McGowan,52,graduation_year_proxy,27,27,2,,False,[],29,"Dr. Joseph J. McGowan, est. age ~52 (graduation_year_proxy); 27-yr practice tenure.",81,27-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,60,B_forward,"L1 29/L2 81/L3 60/L4 84 → final 60, tier B_forward (conf medium).",,medium,0.62,medical_eye_care
Vision Source Kingwood,,Kingwood,Harris,77339,1714 Kingwood Drive,(281) 359-2020,https://visionsource-kingwood.com/,Dr. Glenn D. Ellisor,67,license_tenure_proxy,41,35,6,,False,[],91,"Dr. Glenn D. Ellisor, est. age ~67 (license-tenure proxy); 35-yr practice tenure.",83,35-yr mixed practice; 6 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,79,C_watch,"GATE: succession_or_growth: Glenn Ellisor = founder of Vision Source cooperative + 3-gen family pipeline (Wade + Erin). L1 91/L2 83/L3 60/L4 84 → final 79, tier C_watch (conf high).",,high,0.62,mixed
Lakeline Vision Source,,Cedar Park,Williamson,78613,3419 El Salido Pkwy Ste 100,(512) 918-3937,https://www.lakelinevision.com/,Dr. Laurie Sorrenson,64,graduation_year_proxy,31,31,10,,False,[],82,"Dr. Laurie Sorrenson, est. age ~64 (graduation_year_proxy); 31-yr practice tenure.",85,31-yr medical_eye_care practice; 10 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,78,Williamson County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,76,C_watch,"GATE: succession_or_growth: Son Eric Hammond OD already in practice = locked family succession. L1 82/L2 85/L3 60/L4 78 → final 76, tier C_watch (conf high).",,high,0.62,medical_eye_care
Colony Eye Care Center,,Sugar Land,Fort Bend,77479,4511 Sweetwater Blvd,(281) 265-2020,https://www.colonyeyecare.com/,Dr. Steven C. Davenport,60,license_tenure_proxy,35,35,7,20,False,[],67,"Dr. Steven C. Davenport, est. age ~60 (license-tenure proxy); 35-yr practice tenure.",85,35-yr medical_eye_care practice; 7 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Fort Bend County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,72,C_watch,"GATE: succession_or_growth: Multi-location LLP. L1 67/L2 85/L3 60/L4 84 → final 72, tier C_watch (conf high).",,high,0.62,medical_eye_care
Exquisite Eye Care,,Houston,Harris,77067,11509 Veterans Memorial Dr #900,(281) 580-3937,https://www.exquisiteeyecare.com/,Dr. Diep Dinh,56,license_tenure_proxy,30,30,3,,False,[],51,"Dr. Diep Dinh, est. age ~56 (license-tenure proxy); 30-yr practice tenure.",88,30-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,68,C_watch,"GATE: succession_or_growth: Multi-OD with sister Pearland location (same operator). L1 51/L2 88/L3 60/L4 87 → final 68, tier C_watch (conf high).",,high,0.62,medical_eye_care
Vision Source Copperfield,,Houston,Harris,77095,8717 Highway 6 North,(281) 859-8000,https://visionsource-copperfield.com/,Dr. Madeline Nguyen,46,license_tenure_proxy,20,35,3,,False,[],29,"Dr. Madeline Nguyen, est. age ~46 (license-tenure proxy); 35-yr practice tenure.",88,35-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,62,C_watch,"GATE: succession_or_growth: Original founder gone; current senior OD UHCO 2006 + 2022 associate hire — succession already executed. L1 29/L2 88/L3 60/L4 87 → final 62, tier C_watch (conf high).",,high,0.62,medical_eye_care
Klein Eyecare,,Spring,Harris,77379,8220 Louetta Road Suite 112,(281) 370-2020,https://www.kleineyecare.com/,Dr. Grant Gibson (current senior OD),49,license_tenure_proxy,23,45,4,,False,[],29,"Dr. Grant Gibson (current senior OD), est. age ~49 (license-tenure proxy); 45-yr practice tenure.",85,45-yr medical_eye_care practice; 4 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,61,C_watch,"GATE: succession_or_growth: Today's Vision franchise + recent associate hire (Moczygemba). L1 29/L2 85/L3 60/L4 87 → final 61, tier C_watch (conf high).",,high,0.62,medical_eye_care
Vision Source Magnolia,,Magnolia,Harris,77354,18000 FM 1488 Ste 100,(346) 586-2020,https://visionsource-magnolia.com/,Dr. Ravi Kankaria,,unknown,16,16,2,,False,[],35,"Dr. Ravi Kankaria, age UNKNOWN; 16-yr practice tenure — license-tenure proxy only.",71,16-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,59,C_watch,"L1 35/L2 71/L3 60/L4 87 → final 59, tier C_watch (conf medium).",,medium,0.5,medical_eye_care
East Dallas Family Eye Care,,Dallas,Dallas,75217,8202 Elam Rd Ste 100,(214) 506-2549,https://www.edfec.net/,Dr. Anand (Ned) Kumar,50,linkedin_grad,21,21,1,4,False,[],25,"Dr. Anand (Ned) Kumar, est. age ~50 (LinkedIn grad); 21-yr practice tenure.",81,21-yr medical_eye_care practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,59,C_watch,"L1 25/L2 81/L3 60/L4 87 → final 59, tier C_watch (conf medium).",,medium,0.62,medical_eye_care
Complete Family Eye Care,,McKinney,Collin,75070,8994 Tour Drive Suite 110,(972) 527-2020,https://www.completefamilyeyecaretexas.com/,Dr. Kenneth Garza + Dr. Bita Garza (spouses),,unknown,16,16,2,6,False,[],35,"Dr. Kenneth Garza + Dr. Bita Garza (spouses), age UNKNOWN; 16-yr practice tenure — license-tenure proxy only.",71,16-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,86,Collin County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,59,C_watch,"L1 35/L2 71/L3 60/L4 86 → final 59, tier C_watch (conf medium).",,medium,0.5,medical_eye_care
Wilken Family Eye Care,,Coppell,Dallas,75019,755 N Denton Tap Rd #100,(972) 459-3300,https://www.wilkeneye.com/,Dr. Bret Wilken + Dr. Stephanie Wilken (spouses),52,license_tenure_proxy,24,24,3,7,False,[],25,"Dr. Bret Wilken + Dr. Stephanie Wilken (spouses), est. age ~52 (license-tenure proxy); 24-yr practice tenure.",81,24-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,59,C_watch,"L1 25/L2 81/L3 60/L4 87 → final 59, tier C_watch (conf medium).",,medium,0.62,medical_eye_care
Cedar Park Vision,,Cedar Park,Williamson,78613,908 W Whitestone Suite 100,(512) 259-2020,https://cedarparkvision.com/,"Dr. Kimberly Wampler (+ Dr. Jeff Wineinger, husband co-owner)",52,biographical_proxy,19,25,3,,False,[],29,"Dr. Kimberly Wampler (+ Dr. Jeff Wineinger, husband co-owner), est. age ~52 (biographical_proxy); 25-yr practice tenure.",81,25-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,78,Williamson County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,59,C_watch,"GATE: succession_or_growth: Husband-wife co-owners + Dr. Rains internal-successor candidate. L1 29/L2 81/L3 60/L4 78 → final 59, tier C_watch (conf high).",,high,0.62,medical_eye_care
Vision Source Pearland (Signature Eye Care),Vision Source Pearland,Pearland,Harris,77581,1816 Broadway St Suite 106,(281) 992-3937,https://visionsource-pearland.com/,,,unknown,16,16,,,False,[],35,"owner not identified, age UNKNOWN; 16-yr practice tenure — license-tenure proxy only.",69,16-yr mixed practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,58,C_watch,"L1 35/L2 69/L3 60/L4 84 → final 58, tier C_watch (conf low).",,low,0.38,mixed
Vision Corner,,Houston,Harris,77027,4725 Westheimer Rd,(713) 623-2000,https://visioncorner.com/,Dr. Sophia W. Barnes,68,license_tenure_proxy,42,,1,,False,[],82,"Dr. Sophia W. Barnes, est. age ~68 (license-tenure proxy); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,42,1 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,58,C_watch,"L1 82/L2 30/L3 42/L4 87 → final 58, tier C_watch (conf low).",,low,0.5,medical_eye_care
Visionary Eye Care,,Sugar Land,Fort Bend,,1480 TX-6,(281) 240-4448,https://sugarlandvision.com/,Dr. Alinah Ali,46,linkedin_grad,12,22,1,5,False,[],25,"Dr. Alinah Ali, est. age ~46 (LinkedIn grad); 22-yr practice tenure.",81,22-yr medical_eye_care practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Fort Bend County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,58,C_watch,"L1 25/L2 81/L3 60/L4 84 → final 58, tier C_watch (conf medium).",,medium,0.62,medical_eye_care
Lifetime Eyecare Associates,,The Woodlands,Harris,77375,27214 Kuykendahl Suite 100,(281) 465-8300,https://www.lifetimeeyecareassociates.com/,Dr. Grisel Lagunas (President) + Dr. Claudio Lagunas,50,linkedin_grad,21,21,6,15,False,[],25,"Dr. Grisel Lagunas (President) + Dr. Claudio Lagunas, est. age ~50 (LinkedIn grad); 21-yr practice tenure.",76,21-yr mixed practice; 6 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,57,C_watch,"GATE: succession_or_growth: Multi-location independent. L1 25/L2 76/L3 60/L4 84 → final 57, tier C_watch (conf high).",,high,0.62,mixed
Pro-Optix Optometry & Dry Eye Center,,Houston,Harris,77027,3800 Southwest Freeway Suite 112,(713) 360-7095,https://prooptixeyecare.com/,Dr. Sairah Malik & Dr. Sana Malik,,unknown,11,11,2,,False,[],25,"Dr. Sairah Malik & Dr. Sana Malik, age UNKNOWN; 11-yr practice tenure — license-tenure proxy only.",71,11-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,56,C_watch,"L1 25/L2 71/L3 60/L4 87 → final 56, tier C_watch (conf low).",,low,0.5,medical_eye_care
Vision Pro,,Spring,Harris,77379,20920 Kuykendahl Rd Ste C,(281) 353-3937,https://www.visionproeyecare.com/,Dr. Paul A. Proske,52,license_tenure_proxy,26,19,5,,False,[],25,"Dr. Paul A. Proske, est. age ~52 (license-tenure proxy); 19-yr practice tenure.",68,19-yr medical_eye_care practice; 5 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,56,C_watch,"GATE: succession_or_growth: 5 ODs not solo, owner ~52. L1 25/L2 68/L3 60/L4 87 → final 56, tier C_watch (conf high).",,high,0.62,medical_eye_care
Vision Veritas Eyecare,Vision Veritas,Dallas,Dallas,75248,15123 Prestonwood Blvd Ste 120,(214) 253-2000,https://www.visionveritaseyecare.com/,Dr. Anita Carleo + Dr. Olivia Carleo (sisters),,unknown,12,12,3,7,False,[],25,"Dr. Anita Carleo + Dr. Olivia Carleo (sisters), age UNKNOWN; 12-yr practice tenure — license-tenure proxy only.",71,12-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,56,C_watch,"L1 25/L2 71/L3 60/L4 87 → final 56, tier C_watch (conf low).",,low,0.5,medical_eye_care
Frisco Family Vision,,Frisco,Collin,75033,10150 Legacy Drive,(469) 444-8888,https://www.friscofamilyvision.com/,Dr. Dana Biederman,45,linkedin_grad,12,12,3,8,False,[],25,"Dr. Dana Biederman, est. age ~45 (LinkedIn grad); 12-yr practice tenure.",71,12-yr medical_eye_care practice; 3 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,86,Collin County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,56,C_watch,"L1 25/L2 71/L3 60/L4 86 → final 56, tier C_watch (conf low).",,low,0.62,medical_eye_care
Ranch Road Vision Source,,Austin,Travis,78730,7300 Ranch Rd 2222 Suite 112,(512) 893-2020,https://www.ranchroadvision.com/,Dr. Shazeen Ali,38,graduation_year_proxy,11,11,1,,False,[],25,"Dr. Shazeen Ali, est. age ~38 (graduation_year_proxy); 11-yr practice tenure.",71,11-yr medical_eye_care practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,56,C_watch,"L1 25/L2 71/L3 60/L4 84 → final 56, tier C_watch (conf low).",,low,0.62,medical_eye_care
Vision Source Telfair (Signature Eye Care),Vision Source Telfair,Sugar Land,Harris,77478,520 Highway 6 Suite 300,(281) 243-2020,https://visionsource-telfair.com/,Dr. John Dang or Dr. Jenny Mak,43,license_tenure_proxy,12,12,2,,False,[],25,"Dr. John Dang or Dr. Jenny Mak, est. age ~43 (license-tenure proxy); 12-yr practice tenure.",69,12-yr mixed practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,55,C_watch,"L1 25/L2 69/L3 60/L4 84 → final 55, tier C_watch (conf low).",,low,0.62,mixed
Brazos Eye Center,,Rosenberg,Fort Bend,77469,6907 Summertime Way #110,(832) 595-3260,https://brazoseyecenter.com/,Dr. Quynh Hoa Le,44,linkedin_grad,11,11,2,6,False,[],25,"Dr. Quynh Hoa Le, est. age ~44 (LinkedIn grad); 11-yr practice tenure.",69,11-yr mixed practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,81,Fort Bend County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,55,C_watch,"L1 25/L2 69/L3 60/L4 81 → final 55, tier C_watch (conf low).",,low,0.62,mixed
